가맹점구분번호,가맹점명,업종,PC1 Score(x좌표),PC2 Score(y좌표),K-Means Cluster (경쟁 그룹),경쟁 그룹 수
8452B8C46E,부흥**,농산물,-0.3511116848988905,-0.7751915845210889,Cluster 2,25
9313D39511,한미**,농산물,0.0463409554705324,-0.9215307259395104,Cluster 2,25
9892E5745E,청*,농산물,-0.7591546637397042,-0.2452165501796994,Cluster 2,25
9C2549FF31,호호****,농산물,-1.159846228675828,-0.5390938670547807,Cluster 2,25
A194A2CDE5,좋은**,농산물,-0.356606722567373,-1.1405199534099713,Cluster 2,25
A4B6E8F2A9,다*,농산물,-0.8003733628877404,-1.607978001401777,Cluster 2,25
BCE250D47B,한*,농산물,-0.6938481545995792,-0.4441049779156836,Cluster 2,25
C99550815C,쏘앤**************,농산물,-4.893296645352523,-0.2239540854454658,Cluster 2,25
CA81C3788D,반도***,농산물,-0.8223385882809644,-1.1002685678802024,Cluster 2,25
CC2F434D9D,양씨*,농산물,-0.2865606719045713,-0.0495487115145634,Cluster 2,25
D799D3A520,소이**,농산물,-4.55056394403301,-1.612901367814891,Cluster 2,25
E2D2AE237A,태광**,농산물,-0.1117145605796067,-1.3764042389281828,Cluster 2,25
F0228002E3,부흥**,농산물,-1.709476717817305,0.8957986860576808,Cluster 2,25
FCE1F472A0,송림***,농산물,-1.6191899318434972,0.133252284197201,Cluster 2,25
1BB00863B9,서울****,농산물,0.4976487909875539,2.190676328160595,Cluster 3,7
2D4E9106EA,강원*****,농산물,0.2516225672401604,1.5938733897692985,Cluster 3,7
80847B8A08,한우**,농산물,-0.2591514500515545,6.11941273733354,Cluster 3,7
98C0A088C7,백설*******,농산물,-1.48754071687413,1.907065284543377,Cluster 3,7
F0CC0C4D8F,성동*******,농산물,-0.3709070803980451,1.1284795289078555,Cluster 3,7
F2357E23BC,제*,농산물,0.4982094919389455,1.8131192501666789,Cluster 3,7
F9E3638CA1,만나********,농산물,-0.5700071844815391,3.349122334261541,Cluster 3,7
026EBC2ED1,티엔************,동남아/인도음식,0.4899035209578298,0.6326935486826663,Cluster 1,32
1BC191ACDA,베쌀*,동남아/인도음식,-0.444391250469723,-0.099853445157609,Cluster 1,32
1DE2A5E40D,마하**,동남아/인도음식,-0.3565749882601252,-1.0600882897924175,Cluster 1,32
42F4442B86,포유***,동남아/인도음식,-0.0905332479737114,-0.0939922081299428,Cluster 1,32
4916AD88E4,그린****,동남아/인도음식,0.0410568561544076,-0.157788686658489,Cluster 1,32
57C7DFB21A,성수*,동남아/인도음식,1.5060239305503536,-0.2061605954810298,Cluster 1,32
57ECFF0227,시옹**,동남아/인도음식,-0.4426366558029708,-1.4354895644463097,Cluster 1,32
5C5F3498B3,봉쥬*********,동남아/인도음식,1.3599288801149565,0.4135272619039836,Cluster 1,32
5D90E2AA8B,리틀**********,동남아/인도음식,1.3920679748259286,0.1906897580873164,Cluster 1,32
6387170291,안타*,동남아/인도음식,-0.2792687271211541,0.7169235577714866,Cluster 1,32
727C56F5CD,달*,동남아/인도음식,0.9548969204796084,5.235927327505836,Cluster 1,32
79F8A1BFD2,퍼응***********,동남아/인도음식,-0.4005850670754073,-0.5377485335258368,Cluster 1,32
81C9699D0D,은준***,동남아/인도음식,-0.473847261143482,-0.417461521742497,Cluster 1,32
86EC52846C,팜티*****,동남아/인도음식,0.9429553570482622,-1.1493460119999417,Cluster 1,32
87500B57DE,반포******,동남아/인도음식,-0.0833211335035442,-1.830598596178897,Cluster 1,32
87BD99FCEF,나마*******,동남아/인도음식,0.6512653122604707,-1.2820954258292845,Cluster 1,32
9D2E924E3E,하노*****,동남아/인도음식,1.809579400013531,0.8732583121487323,Cluster 1,32
9E161EE38E,탐*,동남아/인도음식,1.268052874192462,-0.3270945460918725,Cluster 1,32
9E3D0E7F50,마하*******,동남아/인도음식,1.554493288759522,-0.9985859910999136,Cluster 1,32
AAB23F8C3E,하노*******,동남아/인도음식,0.8377671719865498,0.2596508778315524,Cluster 1,32
B7958D77E3,포몬*****,동남아/인도음식,1.716931219950416,0.3708973612845068,Cluster 1,32
B7AFE65713,포메*****,동남아/인도음식,0.8330248559302194,-1.333254190663311,Cluster 1,32
BBC08E8D52,베트*********,동남아/인도음식,-0.0340320138995956,-0.1074669565796375,Cluster 1,32
C0A51FB362,타이******************,동남아/인도음식,-6.353257342483484,0.1240604521676701,Cluster 1,32
CC3A3D392C,도르****,동남아/인도음식,0.0094951154781216,1.1476884039317832,Cluster 1,32
CCC1A20AF8,벱(****,동남아/인도음식,-1.167036809493216,-1.4490658282061175,Cluster 1,32
D267FDAB6F,배달****,동남아/인도음식,-6.223509137683882,0.6661837270811757,Cluster 1,32
E530039112,리틀************************,동남아/인도음식,0.4786548097941029,1.598091277650579,Cluster 1,32
E9EA02C4EA,포*,동남아/인도음식,1.674812725291096,-0.4708356242173749,Cluster 1,32
EE7D3593F6,더포*******,동남아/인도음식,-0.3814228405855772,0.8920530152086245,Cluster 1,32
F0B6F6E0EA,노이*****,동남아/인도음식,0.4142819724060635,-0.8008115797729668,Cluster 1,32
F9F193955A,포미*,동남아/인도음식,-1.2047757106980337,0.6360927143175343,Cluster 1,32
14FE0A442F,엘림****,떡/한과 제조,-2.209056234737268,0.1621541349254216,Cluster 1,17
17725DC7CA,종로**,떡/한과 제조,-3.8493924321574697,-1.261686177285431,Cluster 1,17
2CA32048EF,오복**,떡/한과 제조,-0.8267256721642618,-0.4536303510443337,Cluster 1,17
31DE46AC2D,맛있*****,떡/한과 제조,-0.6374078219694664,0.988002642857598,Cluster 1,17
382A324F7A,낙원**,떡/한과 제조,-0.3837842892060986,-1.8322763300441327,Cluster 1,17
49E147A359,부자**,떡/한과 제조,0.7207641885202016,-0.4746448330312325,Cluster 1,17
4B3D70F3C7,복음**,떡/한과 제조,-0.5438018626229866,0.6896185908465843,Cluster 1,17
4E34EC1776,서울**,떡/한과 제조,-2.2009665477388567,1.440119039919148,Cluster 1,17
6CA4937A72,한진**,떡/한과 제조,-0.4382863987541774,-1.2348793099759552,Cluster 1,17
80652DABB6,종가**,떡/한과 제조,0.3483439663039483,-0.4367936216841023,Cluster 1,17
875116B12A,단아**,떡/한과 제조,-1.7122438994249956,-0.9357097325838865,Cluster 1,17
99A8865F14,백미*,떡/한과 제조,0.5493438249323411,-0.6435837509699857,Cluster 1,17
A6EDA7FB67,든든****,떡/한과 제조,0.0867794782316124,-0.1750823668675794,Cluster 1,17
B7E1268177,신금***,떡/한과 제조,0.2146604292533315,-0.8236420397711381,Cluster 1,17
C537E1C417,섬김**,떡/한과 제조,1.2242267802799722,-0.7500603712426973,Cluster 1,17
DA1B23659C,종로**,떡/한과 제조,-0.6533278305093153,0.8870580652184685,Cluster 1,17
E727308CF3,행당****,떡/한과 제조,0.5006844285286872,-1.6914584521488338,Cluster 1,17
06EB542919,민들***,떡/한과 제조,1.4564819615418714,1.453893649539596,Cluster 2,6
5998DB8346,십오***,떡/한과 제조,-0.2253572348755206,1.852214660208796,Cluster 2,6
61A7EE0050,형제***,떡/한과 제조,-0.071466050171936,3.714387974023034,Cluster 2,6
71E8C02B1A,한양****,떡/한과 제조,2.804696252165772,1.3878447464324326,Cluster 2,6
B0FAF5B316,달무*,떡/한과 제조,2.365342423194411,-0.8893162092391863,Cluster 2,6
CEF3D93273,종로**,떡/한과 제조,3.4804925413802046,-0.9725299580825834,Cluster 2,6
0B2BB3D26D,70*****,룸살롱/단란주점,0.4837090828107778,-0.9884705518124348,Cluster 1,17
1C3EE116AE,노가***,룸살롱/단란주점,1.0873245495904875,0.0568400076380635,Cluster 1,17
26DA5D7B15,안동*,룸살롱/단란주점,0.7564372955251271,-1.2398644250901762,Cluster 1,17
3556A9EA7B,베스******,룸살롱/단란주점,1.6615486274841786,-0.0288418162320654,Cluster 1,17
4A2D564D9B,브이****,룸살롱/단란주점,0.2555673866328489,-0.0549707350893793,Cluster 1,17
6A43ED334C,와이*******,룸살롱/단란주점,1.4336408249779418,-0.4759471697057321,Cluster 1,17
8634C80463,싼타*,룸살롱/단란주점,1.1236435951081027,-0.7552898627292,Cluster 1,17
8839A42F11,야시****,룸살롱/단란주점,0.5365708245622884,2.842769300813772,Cluster 1,17
8ABD74319E,70******,룸살롱/단란주점,-1.6403086230032755,2.9656985161963285,Cluster 1,17
AD98FC8B76,테*,룸살롱/단란주점,1.3969945364041965,-0.0236044459615628,Cluster 1,17
B7BB25BF59,지연****,룸살롱/단란주점,0.8941845371348888,0.8451412578356733,Cluster 1,17
C2A4BBE3AF,태양*****,룸살롱/단란주점,2.010706483881014,-0.3892709201009575,Cluster 1,17
CAD1383581,사파*,룸살롱/단란주점,1.755845739131634,-0.2906771475688303,Cluster 1,17
CCAD277073,도깨*,룸살롱/단란주점,-0.9433344817639728,1.7647447644268577,Cluster 1,17
D333ECD384,은하*,룸살롱/단란주점,-0.7910971623025728,1.3323379651648857,Cluster 1,17
DFD0B2EA28,왕코****,룸살롱/단란주점,0.6760034031172287,-0.2402296895196639,Cluster 1,17
F701A56FBD,황*,룸살롱/단란주점,1.409396801730845,-0.8065649331055421,Cluster 1,17
0050D68B18,70**************,룸살롱/단란주점,-1.117019705672872,-1.3615193133606298,Cluster 2,5
86C00477EB,헤븐********,룸살롱/단란주점,-4.391524666132189,-0.4176460808824933,Cluster 2,5
88B36E48D9,필라*******,룸살롱/단란주점,-0.7108074305780192,-0.4577104681671204,Cluster 2,5
D19DEE1724,한강****,룸살롱/단란주점,-3.146260026317132,-2.352710733011132,Cluster 2,5
F84E5ED7D7,노가***,룸살롱/단란주점,-2.741221592321526,0.0757864802613372,Cluster 2,5
1829BF330D,원조***,반찬,-0.5383790612434715,-1.0338017300928073,Cluster 1,16
1F5C564B04,맛드*,반찬,-0.933062278061372,-0.5605565431126298,Cluster 1,16
3FEABA501A,도시******,반찬,-0.3716679398851976,-0.9001235765636675,Cluster 1,16
47170099B7,선숙****,반찬,0.7995546020285126,1.657196345706844,Cluster 1,16
6E8A1269CE,정드****,반찬,0.4443483498932256,-0.0135592369777345,Cluster 1,16
8AA06764E9,나누***,반찬,0.4681557096000327,-1.7712697810731195,Cluster 1,16
9E60F0517D,공들***,반찬,-1.2160909561893625,-2.5399902996315364,Cluster 1,16
A1EFA7F3A4,신세***,반찬,0.660149086968878,-1.211073816584177,Cluster 1,16
A5C5B7E719,비밀**,반찬,1.1772998670514043,-0.6652957497838563,Cluster 1,16
B7E66CE21B,달무**,반찬,1.9935554292583624,-0.3583612648404796,Cluster 1,16
C6100F7EF1,엄마**,반찬,0.5404250975916524,0.2285425884693855,Cluster 1,16
CA3624AE85,탕끓****,반찬,3.9650949226504646,2.638393212254563,Cluster 1,16
CC8638F044,반찬**,반찬,1.2216673460297804,-0.2383716272578746,Cluster 1,16
CDDFB5390C,숙도**,반찬,1.6027538938013917,0.6830567281341489,Cluster 1,16
D2C222F8FA,청담*,반찬,1.2516633329295397,-0.6478663363097968,Cluster 1,16
E411010CB1,진이*******,반찬,0.5368764365775245,-0.6628192454428374,Cluster 1,16
57D8D0DAEE,올쿡*******,반찬,-3.3186466382265394,2.868179123697115,Cluster 2,6
64E401B0CC,청담**,반찬,-0.975769797844318,1.923586915252984,Cluster 2,6
75FEAA7D87,진이*******,반찬,-1.1705980037554022,-0.1167727140940215,Cluster 2,6
A4369EE806,비타***,반찬,-1.6346909075858207,0.001628520775802,Cluster 2,6
BBA657190E,신금******,반찬,-2.310175115706435,0.6711629606095906,Cluster 2,6
E1AA339E20,김영*****,반찬,-2.1924633758828507,0.0481155268641069,Cluster 2,6
003473B465,바틀****************,백반/가정식,0.4028765721803716,2.873527681380832,Cluster 1,292
011E53BB76,정성**,백반/가정식,0.9125669121067768,-1.6141543868462327,Cluster 1,292
014A6A2154,소양*,백반/가정식,0.9902617290797378,1.170797999846067,Cluster 1,292
0239C4D2D3,밥플***********,백반/가정식,-0.0364365517414262,-0.7572607612941548,Cluster 1,292
02B146CDF2,한식**,백반/가정식,1.28707770008499,0.2765433024906403,Cluster 1,292
0328418F66,솔솥****,백반/가정식,-0.1584398187314745,-1.1979309351647818,Cluster 1,292
03DCE2BB5C,메가**,백반/가정식,0.7628905808003366,2.134204579514659,Cluster 1,292
0400611A92,겨울**,백반/가정식,1.102137618934976,0.6556655860605435,Cluster 1,292
04BACBFB49,해장***,백반/가정식,-0.1140834273760451,-0.4855703513017015,Cluster 1,292
05870C6994,전주**,백반/가정식,1.2996366553791836,-0.0167000067213168,Cluster 1,292
059A6DEC9E,대동*,백반/가정식,1.1715906010253383,-1.3784041816539032,Cluster 1,292
05D0F780F0,돈이******,백반/가정식,-0.2082018608673382,0.6971218309004953,Cluster 1,292
064F68DA7E,엄마**,백반/가정식,1.254926509048012,0.0857658505124949,Cluster 1,292
07048B6141,한남**,백반/가정식,1.6731135604496217,-1.0018616173128505,Cluster 1,292
0840AC0A17,고모**,백반/가정식,1.7172079388262211,1.6639633487534766,Cluster 1,292
09801BCCB5,심토**,백반/가정식,0.6966499606107244,1.3734585770486512,Cluster 1,292
098BA50B44,온*,백반/가정식,0.8506248298632534,-0.8106117697156727,Cluster 1,292
0A14F6BC71,강진**,백반/가정식,2.4107578353350405,0.3401821551969558,Cluster 1,292
0B0F5967E0,제주******,백반/가정식,-0.7210660941286808,-0.7794649397582107,Cluster 1,292
0B5E2CA162,남영*********,백반/가정식,-0.3853968013494097,-1.3963484912210968,Cluster 1,292
0B91BA490B,은식*,백반/가정식,-0.0662150199286188,-0.7602104378976733,Cluster 1,292
0DABCC3BB8,엄마**,백반/가정식,1.0351561063545256,0.889613887858005,Cluster 1,292
0EED6D3006,성수*,백반/가정식,-0.086264245346463,2.1848999299442804,Cluster 1,292
10FA1CC7BC,성수**,백반/가정식,-0.010523052778901,2.539846986032826,Cluster 1,292
112C9E0C52,대구*,백반/가정식,0.4762408658014819,-1.9229365625535293,Cluster 1,292
115B45FBBE,정선***,백반/가정식,0.5015455765393064,-1.936323240044498,Cluster 1,292
11DA529896,크레**********************,백반/가정식,1.399467652464244,0.5169808693231447,Cluster 1,292
129842CE2F,홍천**,백반/가정식,-0.6119316177971772,-1.280627137590025,Cluster 1,292
139B280BA1,꽃잎*,백반/가정식,-0.2944710188695721,-1.8792802015043937,Cluster 1,292
13A08DED0C,교대*******,백반/가정식,-0.2528325195875768,-2.0633246789213824,Cluster 1,292
13BB3CF1BB,메이***********,백반/가정식,-0.2739195222334307,-0.1252185652927614,Cluster 1,292
15136D3E9D,우리*,백반/가정식,1.244601281655611,-0.0832271617997869,Cluster 1,292
15467D0BEC,한세***,백반/가정식,0.6061219687364995,0.2412824801874583,Cluster 1,292
160DDA26E5,금옥*,백반/가정식,-0.125825685258785,0.0736632587611008,Cluster 1,292
16CBDF3A48,강남**,백반/가정식,0.3934707572890256,-1.3777765034600022,Cluster 1,292
1786026A63,속초*******,백반/가정식,1.8004451817720175,-1.0483015599317451,Cluster 1,292
1A9644F28E,양가**********,백반/가정식,1.4483342785298985,3.243295971783813,Cluster 1,292
1AA954C0A3,금성**,백반/가정식,-0.4586860219649619,-0.1365061086990882,Cluster 1,292
1AB3F0C3B0,진숙**,백반/가정식,-0.4412469998340941,-0.0449874530702249,Cluster 1,292
1AFD192CB4,성수****,백반/가정식,-0.313537497465169,-0.0009541507220656,Cluster 1,292
1F369B9364,송계*****,백반/가정식,-0.3789014777258897,-2.833586315962171,Cluster 1,292
1F803A0080,진식*,백반/가정식,0.5595823266615821,0.6725021867019888,Cluster 1,292
203E53DC61,오일**********,백반/가정식,0.2559416265068886,-0.3037299274308338,Cluster 1,292
208B37B8E4,대성*,백반/가정식,0.2250987747775236,1.0519592077203812,Cluster 1,292
20E4760A74,푸짐*****,백반/가정식,0.1396815131751788,-0.5413543089846183,Cluster 1,292
216590EA3B,빙고**,백반/가정식,1.0472922569475216,0.6048428222543583,Cluster 1,292
224AE94A24,예*,백반/가정식,0.4411771016767494,-0.4966418428210032,Cluster 1,292
23B6250706,행복**,백반/가정식,-0.1583344910076644,0.6593623001797845,Cluster 1,292
2540E29770,홍도**,백반/가정식,0.6111461035579813,1.3694325079896013,Cluster 1,292
259546987D,82*****,백반/가정식,1.252455610476612,1.0557125967244363,Cluster 1,292
26034FF5B2,도선**,백반/가정식,1.2898653748973417,-1.1680086796109286,Cluster 1,292
276A8846C9,한양*,백반/가정식,2.09223859776066,0.6925515745768217,Cluster 1,292
2A6D92878C,먹거***,백반/가정식,1.462377434277139,0.7549275415641207,Cluster 1,292
2BFD9CB05E,묘*,백반/가정식,-0.4013435061202472,-0.1622898803317381,Cluster 1,292
2D7E5C7167,엄마****,백반/가정식,1.180681422325428,0.4394947942708294,Cluster 1,292
2EE7676921,와이********,백반/가정식,0.8545181476409027,-0.2478284810951615,Cluster 1,292
2F44EA8AEB,성수**,백반/가정식,0.4829526141670877,-1.8769843655220224,Cluster 1,292
30A93020E1,민정*********,백반/가정식,-0.0087799179348221,-1.483772303073251,Cluster 1,292
30EBD20CBF,통통**,백반/가정식,1.182477904971749,-0.9926185665096348,Cluster 1,292
319DABE70F,풍년**,백반/가정식,0.3262838483997655,-1.149673121731959,Cluster 1,292
31EC330DC9,회현*,백반/가정식,-0.1875455076595763,-0.1781235004539537,Cluster 1,292
34CF430710,프로******,백반/가정식,1.3676675051288498,1.6508695601735566,Cluster 1,292
36BBE40E4D,나으*,백반/가정식,0.1594524935795194,-0.8564249799645355,Cluster 1,292
37BCC1D215,제*,백반/가정식,0.2868086784036371,-0.5731677435315804,Cluster 1,292
3842954B95,은좌**,백반/가정식,0.998191878545873,-1.0117446564321808,Cluster 1,292
3864418FCC,노컷******************,백반/가정식,0.0366683521121963,0.3530260117974778,Cluster 1,292
3ADF083472,큐브**,백반/가정식,1.7073174616672646,1.6474867469965893,Cluster 1,292
3C16CE8803,순심**,백반/가정식,0.691765100116374,1.265245910646747,Cluster 1,292
3CAACEBFFD,한국***,백반/가정식,-0.226425219342722,-0.8522071903133879,Cluster 1,292
3CBCDB9525,담쟁*,백반/가정식,1.1458057611396577,-1.455150477880181,Cluster 1,292
3D432C28C3,장한*******,백반/가정식,1.491859207733327,-0.7042893274810897,Cluster 1,292
3D972997F9,국가****,백반/가정식,1.201989761832278,0.0761816113196322,Cluster 1,292
4067FB5604,립서**,백반/가정식,-0.4270612662738467,0.3123154926400168,Cluster 1,292
40AA7DDA7E,또야*,백반/가정식,1.1292773434832415,-1.543259664077115,Cluster 1,292
4118B90D6E,홍두***,백반/가정식,-0.3884880725172576,-1.5041621249701458,Cluster 1,292
41405E4F25,라폰*,백반/가정식,1.6757529043143666,0.959037081012796,Cluster 1,292
43195F0299,나*,백반/가정식,1.2728144793069225,-0.1068426963659585,Cluster 1,292
44544F2DCE,밥플********,백반/가정식,0.4215634271346687,-1.1519133175263998,Cluster 1,292
4467413444,쌤*,백반/가정식,-1.0142910635628912,-1.102521985154154,Cluster 1,292
4482179D1C,밥잘*******,백반/가정식,0.8876358652096034,-1.2091807004629571,Cluster 1,292
453BD22A9C,부자**,백반/가정식,-0.6703821319095473,1.0933080060146538,Cluster 1,292
468982150B,암암*,백반/가정식,-0.4277363704294387,0.1186798610312743,Cluster 1,292
4774C089CA,이*,백반/가정식,0.385590746711462,-1.1876866725852286,Cluster 1,292
48B6DB988C,호경***,백반/가정식,0.2108709562766568,1.871372704266244,Cluster 1,292
4996910EA9,송범**,백반/가정식,0.380437974349577,-0.2750590158229754,Cluster 1,292
4B32EF06FA,샤보**,백반/가정식,1.4250695635707675,-1.3559746954413596,Cluster 1,292
4CC519E81E,얌이**,백반/가정식,-0.8634656216335255,0.9538530632526396,Cluster 1,292
4DD8AC6665,다시*,백반/가정식,0.5366328693099285,0.6032254032598015,Cluster 1,292
4FAC32FBDC,우리***,백반/가정식,-0.2804260939102805,-0.737822960854014,Cluster 1,292
4FF1B07188,추선*,백반/가정식,1.262381063997194,0.2086221463801893,Cluster 1,292
4FF5BC13EF,대박**,백반/가정식,1.738072202585928,4.270363478753906,Cluster 1,292
5.19E+07,충남**,백반/가정식,0.1070266885501937,0.0875433853951903,Cluster 1,292
5019B0EA07,행운**,백반/가정식,-0.0126480406874989,-0.3221459019498185,Cluster 1,292
50BD14C2F8,밀향*,백반/가정식,0.5835124338578312,-0.354574960200004,Cluster 1,292
50E5564482,목포**,백반/가정식,-0.3022656626007087,-0.6327889013483632,Cluster 1,292
510366DAA4,일차**,백반/가정식,0.3127472704345404,-1.192935200807839,Cluster 1,292
51BEB72D68,국보*,백반/가정식,-0.3213664979675478,0.5469194821750922,Cluster 1,292
51D51815C2,스마*,백반/가정식,1.1587564379410955,0.3010724394414341,Cluster 1,292
521E3795E3,해밀**,백반/가정식,1.154363414829595,0.9123844921305744,Cluster 1,292
